Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Andorra,AND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30577.93866,30301.50968,29595.90473,28363.22639,28144.26271,28051.27871,28797.73892,31149.23204,31895.85421,32966.10603,33901.04244,35722.38713,35749.78705,37250.14737,38696.34105,39306.98487,40994.28493,42724.39766,41470.27337,40442.62462,40937.11162,41486.03485,39174.74183,37597.55613,38402.49687,38885.37601,39886.4818,39321.45827,39319.93641,39413.63447,34394.27755,36839.87622
Andorra,AND,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,43.29828395,46.30108418,49.40824297,51.65000965,53.65395685,56.30077149,56.7495887,58.01406051,58.88401258,60.49271175,77.8792565,80.27835439,82.87899719,85.51246424,88.11411598,91.10656134,94.25628289,97.28306641,99.49561247,99.62708212,100,100.1967642,100.3716645,100.8218236,100.7371138,101.4025721,101.7552455,102.9117034,103.9536622,105.3827689,106.5565075,108.7904232
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,24.21274376,20,26.35211754,27.41277695,28.47055054,29.52778625,30.58689499,37.5,38.49000168,33.80218887,34.89563751,34.59999847,37.13132095,38.2780304,32,42,41.81312943,43.01325989,45.29000092,45.64279938,46.89060974,..
Angola,AGO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.99E-08,5.51E-08,2.51E-07,2.66E-06,5.95E-05,0.00275023,0.128029167,0.229040083,0.392823518,2.790706167,10.04054417,22.05786167,43.53020667,74.60630083,83.5413625,87.15914167,80.36807206,76.70614275,75.03335417,79.32816667,91.90572034,93.93475,95.46795542,96.51827948,98.30241686,120.0607017,163.6564341,165.9159507,252.8557477,364.825805,578.2587803,631.4419555
Angola,AGO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,16.29397166,28.70338216,29.24667572,15.53281183,17.17158036,18.07457012,17.10911781,23.38516999,21.49916056,25.65014986,18.36107923,16.59994721,16.10341244,14.82271911,14.18476266,13.54263016,11.00201902,9.732512484,9.223777502,9.644778503,10.0903858,..,..
Angola,AGO,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,89.68583119,75.38894373,57.0849959,54.32133881,58.38035832,65.52626777,63.4678635,67.90578337,72.4750288,58.7573003,61.54311589,60.66994752,55.94013063,50.74708579,44.69502946,29.75459795,28.12448545,29.004102,40.83628983,40.79075505,35.64207314,44.27571642
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,62.86127827,74.94685096,48.21659641,49.57989074,45.19958873,41.06469436,31.15729583,40.15428452,48.88967965,63.68882591,42.58053241,39.31255882,35.85996671,36.06484697,34.63789332,33.13391814,25.24567262,23.25272516,25.5417235,17.03878307,16.24537278,16.19734892
Angola,AGO,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.24010831,21.0984099,17.00068506,14.93527049,15.34092156,12.86004698,..
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.893,43.813,42.209,42.101,43.422,45.849,46.033,46.306,45.057,45.386,46.024,46.59,47.386,49.617,50.592,51.57,52.369,53.642,54.633,55.752,56.726,57.596,58.623,59.307,60.04,60.655,61.092,61.68,62.144,62.448,62.261,..
Angola,AGO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2245.149862,2193.230732,1999.167237,1472.404189,1445.155567,1608.146316,1766.154054,1832.482312,1856.559776,1836.829653,1832.514102,1847.874736,2031.503726,2022.035684,2166.147716,2404.631169,2587.725057,2844.818355,3048.594002,2963.315988,2993.420974,2983.032611,3118.343699,3152.704327,3185.122401,3100.830685,2914.415459,2808.521753,2677.177816,2569.691347,2347.787032,2299.640572
Angola,AGO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,6.77E-08,1.40E-07,8.05E-07,8.19E-06,0.000186402,0.00358917,0.175888394,0.343779182,0.479088428,3.150011749,16.31765909,33.67183637,100,193.9265669,258.7825821,368.4397585,431.5006739,450.0915879,537.2553056,447.1998176,588.9092839,776.0297608,832.3526975,856.0268425,886.5306169,855.369318,1041.618918,1277.211623,1636.964189,1951.003912,2305.341482,3080.364825
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.76304626,95.94065094,96.11813354,96.29494476,96.47039032,96.64379883,96.81448364,96.98177338,97.14498138,97.30335236,97.68926239,97.78525543,100,97.95682526,98.03710175,92.19999695,100,100,100,98.48127747,98.59723663,94.55201721,100,100,100,100,100,100,100,100,100,..
Antigua and Barbuda,ATG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Antigua and Barbuda,ATG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Antigua and Barbuda,ATG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,143.214046,129.233534,121.4183979,110.8546114,113.6711161,111.7126836,107.7032397,98.60164934,97.09434137,91.6942192,94.27964727,101.3260741,93.02679218,82.64095288,77.28138357,79.66338577,79.79822041,79.58755308,82.4971839,79.01575994,80.59161544,82.20123997,76.03620877,72.61045999,67.74130197,64.52485557,70.88471449,43.70441866,..
Antigua and Barbuda,ATG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,92.29257355,88.72356201,94.24120719,91.41063779,87.10486649,83.4308627,85.63183387,74.76694156,75.34354324,72.21113046,77.39580585,79.83022386,82.72266474,87.6254523,88.03340434,86.14588599,71.28922445,73.25833712,69.87843548,72.51239251,75.61968833,73.95355454,63.75049528,64.26247428,66.12956599,70.53929729,68.52545025,47.82072351,..
Antigua and Barbuda,ATG,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,40.55297162,42.09155704,45.03464237,43.27425483,38.56999233,45.3503009,49.69615504,55.88609489,56.14129716,57.81330665,58.62768914,62.40253551,66.26433149,64.50855653,60.73073005,60.30590152,64.16064933,64.43129399,66.68592313,74.264991,79.08234429,76.62780552,70.37554092,68.74958855,61.81600223,52.29879166,48.74849824,46.24149119,43.09592832,42.9164856,55.3932147,..
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.492,73.435,73.417,73.482,73.591,73.636,73.829,73.96,74.041,74.347,74.606,75.078,75.536,75.478,75.672,75.825,75.765,76.131,76.41,76.669,76.82,77.104,77.35,77.583,77.858,77.913,78.152,78.268,78.511,78.691,78.841,..
Antigua and Barbuda,ATG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11727.10929,11924.73887,11871.65842,12275.39592,12853.28379,12054.6163,12592.99959,13017.21157,13378.71536,13639.99593,14247.97301,13392.98172,13358.81437,14010.84906,14656.29262,15423.80002,17163.39783,18505.79067,18228.64913,15804.44514,14367.9515,13918.59653,14232.96959,14015.87931,14427.40691,14861.88271,15570.90406,15962.68012,16967.08623,17697.23115,14040.36755,14692.41562
Antigua and Barbuda,ATG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,74.20165202,76.13564521,78.00957137,79.42406737,82.00105112,83.97183448,86.47183084,88.05192067,89.90973433,91.26217019,92.67974562,94.05380471,94.7138765,93.89471376,95.34023896,99.59397965,100,103.7341302,108.2783773,110.2673822,111.8920147,113.0281833,115.3291115,114.2374702,116.4211238,119.9341355,122.1813073,121.0451895,123.8931605,124.1509537,126.3173708,128.823476
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.15480042,92.4921875,92.82945251,93.16604614,93.50127411,93.83446503,94.16493988,94.49201202,94.81500244,95.13315582,95.78328705,95.51106262,96.22886658,96.44263458,96.65350342,96.86384583,97.07605743,97.29279327,97.51675415,97.75065613,98.81999969,99.09535217,99.22998047,99.34267426,100,99.6253891,99.84957886,100,99.98957825,100,100,..
Argentina,ARG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.487589083,0.953554417,0.990641667,0.998945833,0.999008333,0.99975,0.9996625,0.9995,0.9995,0.9995,0.9995,0.9995,3.063256667,2.900629167,2.923300819,2.9036575,3.054313333,3.095648849,3.14416456,3.710106831,3.896295154,4.110139576,4.53693436,5.459352665,8.075275993,9.233185525,14.75817509,16.56270693,28.09499167,48.14789167,70.53916667,94.99074167
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,4.838513147,5.008236547,5.547922134,8.015138006,8.126437228,8.054357652,8.171787775,8.690086356,9.030526186,9.076124336,9.622603502,9.324898794,9.818958347,12.5187797,13.1007799,13.10317565,12.8788867,12.44826845,13.31784636,12.38304156,12.85304269,12.6636277,12.95284151,12.45290276,12.61096661,12.33650694,12.09728364,10.93962386,9.992390084,10.59439751,10.87153601,..
Argentina,ARG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.35953659,7.675043348,6.598187472,6.909351534,7.529948726,9.68041026,10.42859676,10.5608501,10.41558196,9.827174515,10.98637523,11.57900808,28.382597,25.93094293,23.84761942,23.24587673,23.0266946,22.66275031,22.06090038,19.56098506,18.93382341,18.44920915,16.23785946,14.61717339,14.40547859,10.70565205,12.52709517,11.32028336,14.43668575,17.92487838,16.6108724,18.03422899
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,4.631322407,6.078010811,8.132793114,9.313799914,10.60439714,10.09101283,11.07787165,12.77532874,12.93444601,11.55557045,11.63606955,10.27324737,13.37012736,14.7138051,16.84502668,17.30539424,17.40678527,18.28242031,18.341773,14.49614185,16.03718986,16.75694585,14.28868291,14.71675561,14.00131506,11.78057404,13.56679268,13.96931778,16.32585021,14.70573667,13.60892749,14.9452529
Argentina,ARG,Domestic credit to private sector (% of GDP),FS.AST.PRVT.GD.ZS,15.60169481,12.58720349,15.44533545,18.28460493,20.280578,19.96060756,20.18700183,21.93345876,24.15329877,24.89334375,23.89473362,20.83357465,15.3318584,10.76270592,9.682518196,10.65349292,11.91026166,13.09854135,12.31394671,12.41620754,12.69010625,14.00871512,15.21281502,15.72909201,13.82376925,14.41423304,13.66763343,15.95849734,..,..,..,..
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.784,72.319,72.43,72.565,73.172,73.133,73.307,73.09,73.474,73.722,73.926,74.186,74.408,74.08,74.855,75.139,75.433,75.006,75.641,75.936,75.721,76.124,76.467,76.491,76.755,76.76,76.308,76.833,76.999,77.284,75.892,..
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8144.494294,8762.661384,9327.859451,9957.256522,10397.37929,9969.331576,10388.53871,11097.38206,11391.94516,10880.20621,10672.72204,10090.65344,8895.319642,9581.969792,10341.64341,11141.31067,11913.95853,12857.09258,13246.63489,12336.86194,13551.33919,14200.26989,13895.63371,14071.50868,13567.94842,13789.06042,13360.21183,13595.03736,13105.39716,12716.2242,11341.26837,12402.49079
Argentina,ARG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,21.37371925,51.40430321,59.66599949,57.54123623,59.18078152,61.05392628,61.02194898,60.73886015,59.70309274,58.60661058,59.21452939,58.5656757,76.46053741,84.48560835,99.9999999,110.3175111,125.4762982,144.2223631,177.6403647,204.9572772,247.8243464,306.5673214,374.9774534,464.7800478,652.0072626,825.3107382,1164.673397,1467.562778,2084.433257,3109.882269,4356.226148,6715.227676
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,98.90000153,100,98,99.19013214,99.18923187,99.80000305,99.18823242,99.1931839,99.20537567,99.22750092,99.80000305,99.60579681,99.62896729,99.41999817,99.70999908,100,99.80000305,99.69999695,99.90000153,100,100,..
Armenia,ARM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,9.105,288.6508333,405.9083333,414.0415,490.8467858,504.915,535.0618333,539.5258333,555.0782583,573.3533333,578.7629545,533.4508333,457.6869406,416.0403697,342.0791162,305.9694003,363.2832856,373.6604667,372.5008824,401.7639756,409.6257493,415.9197892,477.9183066,480.4881508,482.7163938,482.9879466,480.4451288,489.0088586,503.769675
